applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Unknown,112500,Working,Unknown,Unknown,Laborers,56,3,0,1,1
Unknown,112500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,37,19,0,57,1
Female,135000,Unknown,Higher Education,Separated,Hr Staff,40,14,0,18,1
Unknown,157500,Unknown,Unknown,Unknown,High Skill Tech Staff,40,7,0,18,1
Unknown,157500,Unknown,Unknown,Unknown,Laborers,40,7,0,18,1
Female,99000,Unknown,Higher Education,Unknown,Unknown,65,1,0,18,1
Female,180000,Working,Unknown,Married,Laborers,36,7,0,16,1
Unknown,180000,Commercial Associate,Unknown,Married,Unknown,65,17,0,18,1
Male,135000,Working,Secondary / Secondary Special,Married,Unknown,41,7,0,10,1
Unknown,270000,State Servant,Unknown,Married,Unknown,49,3,0,24,1
Female,112500,Unknown,Secondary / Secondary Special,Unknown,High Skill Tech Staff,52,18,0,24,1
Unknown,207000,Unknown,Higher Education,Unknown,Core Staff,41,8,2,18,0
Female,270000,State Servant,Unknown,Married,Waiters/Barmen Staff,56,4,0,5,1
Unknown,211500,Working,Unknown,Married,Unknown,40,7,0,18,1
Female,193500,Working,Secondary / Secondary Special,Unknown,Cooking Staff,40,27,0,18,1
Unknown,162000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,40,7,0,18,1
Unknown,135000,State Servant,Unknown,Married,Unknown,51,6,1,32,1
Unknown,112500,Commercial Associate,Unknown,Unknown,Laborers,63,7,0,18,1
Female,90000,Unknown,Unknown,Unknown,Unknown,41,7,0,60,1
Female,112500,Unknown,Secondary / Secondary Special,Married,High Skill Tech Staff,40,7,0,18,1
Male,112500,Commercial Associate,Unknown,Married,Drivers,57,7,0,18,1
Unknown,202500,State Servant,Unknown,Unknown,Unknown,40,14,0,18,1
Male,270000,Unknown,Unknown,Unknown,Realty Agents,40,5,0,56,1
Female,171000,Unknown,Secondary / Secondary Special,Unknown,Medicine Staff,39,18,0,15,1
Female,157500,Working,Unknown,Unknown,Sales Staff,40,8,0,18,1
Male,202500,Unknown,Secondary / Secondary Special,Married,Unknown,65,7,0,14,1
Male,126000,Working,Secondary / Secondary Special,Unknown,Laborers,40,7,0,2,1
Unknown,112500,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,51,2,1,18,1
Unknown,94500,Unknown,Secondary / Secondary Special,Single / Not Married,Drivers,40,7,0,18,1
Male,450000,Commercial Associate,Secondary / Secondary Special,Married,Security Staff,40,6,0,4,1
Male,270000,Unknown,Secondary / Secondary Special,Married,Drivers,40,21,0,43,1
Unknown,157500,Working,Secondary / Secondary Special,Unknown,Unknown,53,7,0,5,1
Male,157500,Working,Secondary / Secondary Special,Unknown,Laborers,35,7,1,18,1
Female,270000,Unknown,Unknown,Unknown,Unknown,30,3,0,18,1
Male,157500,Working,Unknown,Married,Unknown,36,12,0,31,1
Female,180000,Unknown,Secondary / Secondary Special,Unknown,Unknown,55,7,0,18,1
Unknown,121500,Working,Unknown,Unknown,Unknown,40,1,0,4,1
Female,157500,Working,Unknown,Unknown,Unknown,40,5,0,18,1
Female,112500,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,6,1
Unknown,157500,Unknown,Unknown,Unknown,Unknown,33,5,0,3,1
Unknown,225000,Unknown,Secondary / Secondary Special,Single / Not Married,Laborers,40,3,0,18,1
Female,180000,Unknown,Secondary / Secondary Special,Unknown,Laborers,40,4,0,18,1
Female,315000,State Servant,Secondary / Secondary Special,Civil Marriage,Core Staff,40,7,0,1,1
Female,193500,Commercial Associate,Higher Education,Unknown,Sales Staff,30,2,0,18,1
Female,112500,Unknown,Secondary / Secondary Special,Married,Unknown,36,7,0,18,1
Female,180000,State Servant,Unknown,Married,Core Staff,31,8,0,18,1
Female,270000,Unknown,Secondary / Secondary Special,Unknown,Security Staff,43,3,0,51,1
Male,405000,Unknown,Secondary / Secondary Special,Married,Unknown,35,4,0,18,1
Female,270000,Working,Unknown,Married,Accountants,36,2,0,13,1
Female,135000,Commercial Associate,Higher Education,Married,Unknown,34,12,0,44,1
Male,360000,Working,Incomplete Higher,Married,Unknown,28,7,0,16,1
Unknown,292500,Working,Higher Education,Unknown,Managers,40,7,0,18,1
Female,112500,Working,Unknown,Married,Sales Staff,28,7,0,41,1
Male,157500,Commercial Associate,Unknown,Unknown,Laborers,40,7,0,30,1
Male,148500,Unknown,Unknown,Unknown,Laborers,44,7,0,18,1
Unknown,265500,Unknown,Unknown,Married,Sales Staff,40,7,0,2,1
Unknown,315000,Unknown,Unknown,Separated,Unknown,40,7,0,19,1
Female,360000,Commercial Associate,Unknown,Unknown,Managers,30,6,0,23,1
Female,144000,Unknown,Higher Education,Married,Accountants,40,7,0,18,1
Unknown,135000,Working,Secondary / Secondary Special,Civil Marriage,Sales Staff,40,7,0,55,1
Unknown,193500,Working,Secondary / Secondary Special,Married,Unknown,49,27,0,18,1
Male,135000,Working,Higher Education,Married,Unknown,33,2,0,18,1
Female,135000,Working,Higher Education,Unknown,Core Staff,36,5,0,16,1
Unknown,180000,Unknown,Unknown,Married,Unknown,33,5,0,12,1
Female,112500,Unknown,Secondary / Secondary Special,Married,Core Staff,32,2,0,18,1
Female,157500,Unknown,Incomplete Higher,Unknown,Core Staff,40,18,0,7,1
Unknown,135000,Unknown,Secondary / Secondary Special,Unknown,Laborers,43,10,0,18,1
Female,135000,Working,Unknown,Unknown,Laborers,37,7,0,15,1
Female,94500,Unknown,Higher Education,Single / Not Married,Accountants,40,7,0,16,1
Male,279000,Commercial Associate,Unknown,Married,Laborers,40,12,0,6,1
Female,112500,Unknown,Secondary / Secondary Special,Married,Laborers,42,1,0,18,1
Male,247500,Commercial Associate,Unknown,Married,Laborers,42,2,0,38,1
Male,225000,Unknown,Unknown,Married,Cooking Staff,54,7,0,18,1
Unknown,225000,Commercial Associate,Higher Education,Married,Private Service Staff,39,10,0,7,1
Female,180000,Unknown,Unknown,Married,Managers,40,6,0,40,1
Unknown,202500,Working,Secondary / Secondary Special,Unknown,Managers,28,7,0,37,1
Unknown,216000,Unknown,Unknown,Married,Unknown,40,5,0,18,1
Unknown,112500,Unknown,Secondary / Secondary Special,Married,Cooking Staff,40,9,0,18,1
Unknown,157500,Working,Secondary / Secondary Special,Unknown,Drivers,40,7,0,18,1
Unknown,157500,Unknown,Unknown,Married,Sales Staff,40,1,0,18,1
Female,405000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,41,1
Female,157500,Working,Unknown,Civil Marriage,Laborers,56,7,0,18,1
Female,135000,Unknown,Secondary / Secondary Special,Married,Cooking Staff,52,7,0,56,1
Female,135000,Commercial Associate,Higher Education,Married,Hr Staff,41,7,0,18,1
Female,90000,Working,Secondary / Secondary Special,Married,Sales Staff,45,3,0,7,1
Unknown,270000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,47,11,0,52,1
Male,360000,Unknown,Secondary / Secondary Special,Unknown,Unknown,48,7,1,36,1
Unknown,135000,Unknown,Secondary / Secondary Special,Unknown,Unknown,46,7,0,55,1
Unknown,144000,Working,Secondary / Secondary Special,Married,Unknown,33,4,0,24,1
Male,180000,Unknown,Unknown,Unknown,Unknown,41,2,0,20,1
Female,90000,State Servant,Unknown,Married,Medicine Staff,39,7,0,24,1
Male,112500,Working,Secondary / Secondary Special,Unknown,Drivers,40,3,0,18,1
Female,180000,Working,Secondary / Secondary Special,Married,Laborers,41,4,0,18,1
Unknown,112500,Unknown,Secondary / Secondary Special,Unknown,Sales Staff,40,7,1,9,1
Female,157500,Unknown,Higher Education,Single / Not Married,Accountants,33,6,0,18,1
Male,90000,Working,Secondary / Secondary Special,Unknown,Unknown,38,16,0,1,1
Male,135000,Working,Unknown,Unknown,Laborers,40,15,0,18,1
Female,112500,Unknown,Secondary / Secondary Special,Unknown,Medicine Staff,40,33,0,18,1
Unknown,270000,Unknown,Secondary / Secondary Special,Single / Not Married,High Skill Tech Staff,33,7,9,18,1
Female,72000,Working,Secondary / Secondary Special,Unknown,Unknown,30,11,0,18,1
Female,270000,Commercial Associate,Unknown,Married,Core Staff,41,7,0,18,1
Male,207000,Unknown,Unknown,Unknown,Unknown,37,7,0,18,1
Female,135000,Working,Higher Education,Married,Unknown,32,7,0,18,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,40,8,0,16,1
Unknown,234000,Unknown,Unknown,Married,Laborers,36,14,0,33,1
Male,225000,Unknown,Secondary / Secondary Special,Married,Laborers,45,4,0,18,1
Unknown,225000,Working,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,247500,Commercial Associate,Secondary / Secondary Special,Unknown,Laborers,49,1,0,8,1
Unknown,225000,Working,Higher Education,Married,Core Staff,40,9,3,18,1
Unknown,157500,Working,Secondary / Secondary Special,Separated,Unknown,51,7,0,18,1
Unknown,202500,Unknown,Unknown,Unknown,Managers,40,7,0,18,1
Unknown,90000,Unknown,Secondary / Secondary Special,Unknown,Medicine Staff,55,1,0,29,1
Female,112500,Unknown,Secondary / Secondary Special,Married,Laborers,40,22,0,54,1
Unknown,112500,Working,Unknown,Unknown,High Skill Tech Staff,39,7,0,19,1
Male,270000,Unknown,Unknown,Married,Laborers,40,5,0,19,1
Unknown,256500,Commercial Associate,Higher Education,Civil Marriage,Unknown,39,8,0,26,1
Male,450000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,50,2,0,17,1
Male,270000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,7,1
Female,135000,Commercial Associate,Unknown,Married,Core Staff,34,7,0,20,1
Unknown,225000,Working,Secondary / Secondary Special,Married,Unknown,29,4,0,21,1
Unknown,144000,Unknown,Secondary / Secondary Special,Married,Drivers,34,7,0,52,1
Male,180000,Commercial Associate,Unknown,Married,Unknown,40,5,0,18,1
Female,81000,Unknown,Secondary / Secondary Special,Married,Security Staff,51,7,0,46,1
Unknown,229500,Unknown,Higher Education,Unknown,Core Staff,46,7,0,18,1
Female,360000,Commercial Associate,Unknown,Single / Not Married,Accountants,51,7,0,18,1
Female,81000,Unknown,Secondary / Secondary Special,Married,Unknown,38,8,0,3,1
Male,184500,Unknown,Unknown,Married,Unknown,40,4,0,4,1
Male,135000,Unknown,Unknown,Unknown,Unknown,31,1,0,18,1
Male,180000,Working,Unknown,Unknown,Laborers,40,5,0,23,1
Male,135000,Unknown,Higher Education,Married,Managers,37,9,0,18,1
Unknown,283500,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Male,202500,Unknown,Secondary / Secondary Special,Unknown,Core Staff,35,7,2,31,1
Female,180000,Working,Higher Education,Unknown,Secretaries,64,6,0,10,1
Female,270000,Commercial Associate,Unknown,Married,Managers,41,23,0,5,1
Unknown,112500,Working,Secondary / Secondary Special,Single / Not Married,Secretaries,52,8,0,47,1
Female,112500,State Servant,Unknown,Married,Unknown,60,11,0,18,1
Male,360000,Unknown,Unknown,Unknown,Managers,40,15,0,15,1
Unknown,180000,Unknown,Secondary / Secondary Special,Single / Not Married,Laborers,40,7,0,53,1
Unknown,292500,Working,Unknown,Civil Marriage,Unknown,46,7,0,44,1
Female,225000,Working,Incomplete Higher,Married,Accountants,44,21,0,16,1
Unknown,90000,Unknown,Unknown,Married,Laborers,40,7,0,18,1
Male,225000,Unknown,Unknown,Married,Drivers,38,4,0,18,1
Unknown,202500,Unknown,Secondary / Secondary Special,Married,Drivers,42,6,0,18,1
Female,315000,Commercial Associate,Unknown,Married,Managers,35,4,0,32,1
Male,135000,State Servant,Higher Education,Married,Unknown,53,7,4,18,1
Male,112500,Commercial Associate,Unknown,Married,Drivers,37,4,0,27,1
Unknown,135000,Working,Unknown,Unknown,Sales Staff,40,1,0,18,1
Male,202500,Working,Secondary / Secondary Special,Unknown,Laborers,40,7,2,18,1
Unknown,337500,Working,Secondary / Secondary Special,Single / Not Married,Unknown,32,7,0,18,1
Unknown,112500,State Servant,Unknown,Unknown,Security Staff,30,7,0,43,1
Male,225000,Working,Higher Education,Civil Marriage,Unknown,40,7,0,18,1
Female,112500,Working,Unknown,Civil Marriage,Unknown,35,7,0,31,1
Unknown,337500,Unknown,Higher Education,Single / Not Married,Managers,40,2,0,33,1
Unknown,157500,Working,Unknown,Married,Cleaning Staff,58,4,0,18,1
Female,202500,Working,Unknown,Married,Unknown,40,20,0,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Married,Laborers,30,7,0,18,1
Unknown,157500,Working,Higher Education,Unknown,Unknown,61,1,0,18,1
Unknown,180000,Unknown,Secondary / Secondary Special,Unknown,Unknown,50,7,1,18,1
Female,180000,Working,Higher Education,Unknown,Unknown,40,7,0,6,1
Unknown,180000,Unknown,Unknown,Unknown,Unknown,49,7,0,14,1
Female,315000,Working,Unknown,Single / Not Married,Accountants,29,7,0,14,1
Unknown,135000,Unknown,Unknown,Married,Accountants,40,7,0,4,1
Unknown,225000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Unknown,26,4,0,11,1
Female,90000,Working,Secondary / Secondary Special,Civil Marriage,Medicine Staff,40,4,0,12,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,38,4,0,18,1
Male,135000,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,6,1
Male,157500,Commercial Associate,Unknown,Married,Unknown,58,7,0,18,1
Male,67500,Working,Secondary / Secondary Special,Unknown,Laborers,40,7,0,29,1
Female,225000,State Servant,Secondary / Secondary Special,Married,Unknown,40,7,0,41,1
Female,157500,Commercial Associate,Unknown,Married,Laborers,44,7,0,18,1
Unknown,225000,Unknown,Unknown,Married,Unknown,40,5,1,18,1
Male,360000,Working,Unknown,Unknown,Drivers,44,7,0,46,1
Male,270000,Working,Secondary / Secondary Special,Unknown,Unknown,28,2,0,43,1
Female,252000,Commercial Associate,Unknown,Married,Unknown,42,7,0,22,1
Female,247500,Working,Unknown,Unknown,Managers,51,7,0,53,1
Female,315000,Unknown,Incomplete Higher,Unknown,Sales Staff,40,2,0,18,1
Unknown,189000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,1,0,38,1
Male,270000,Working,Secondary / Secondary Special,Separated,Laborers,48,7,0,18,1
Female,139500,Unknown,Unknown,Married,Core Staff,40,7,0,7,1
Unknown,157500,Unknown,Higher Education,Unknown,Core Staff,29,7,0,22,1
Unknown,225000,Unknown,Secondary / Secondary Special,Married,Laborers,49,4,0,18,1
Male,292500,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,22,1
Unknown,202500,Unknown,Unknown,Civil Marriage,Unknown,38,5,0,4,1
Female,180000,Working,Unknown,Married,Laborers,37,7,0,18,1
Unknown,85500,Unknown,Secondary / Secondary Special,Civil Marriage,Sales Staff,40,1,0,4,1
Unknown,202500,Unknown,Unknown,Single / Not Married,High Skill Tech Staff,49,28,0,18,1
Female,126000,Working,Incomplete Higher,Married,Unknown,40,7,0,46,1
Female,99000,Commercial Associate,Unknown,Single / Not Married,Core Staff,45,2,0,18,1
Unknown,225000,Unknown,Higher Education,Unknown,Sales Staff,44,7,0,8,1
Unknown,58500,State Servant,Secondary / Secondary Special,Single / Not Married,Core Staff,40,7,0,16,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,37,7,0,26,1
Female,630000,Unknown,Higher Education,Unknown,Unknown,40,5,0,18,1
Unknown,180000,Unknown,Higher Education,Unknown,Drivers,41,2,0,17,1
Unknown,32400,State Servant,Secondary / Secondary Special,Married,Managers,53,16,0,4,1
Female,202500,Working,Secondary / Secondary Special,Married,Sales Staff,40,7,0,31,1
Female,157500,Working,Unknown,Married,Sales Staff,28,7,0,18,1
Unknown,202500,Working,Secondary / Secondary Special,Unknown,Unknown,40,7,0,11,1
Female,117000,Working,Secondary / Secondary Special,Widow,Unknown,40,3,0,18,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Sales Staff,42,7,0,18,1
Female,112500,State Servant,Unknown,Married,Medicine Staff,59,3,0,18,1
Female,135000,Unknown,Unknown,Unknown,Unknown,40,30,0,18,1
Unknown,90000,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Male,180000,Working,Unknown,Married,Drivers,35,7,0,18,1
Male,157500,Working,Secondary / Secondary Special,Unknown,Unknown,65,8,0,18,1
Unknown,225000,Unknown,Unknown,Unknown,Managers,36,14,0,18,1
Female,112500,State Servant,Unknown,Unknown,Medicine Staff,51,17,0,1,1
Unknown,225000,Working,Higher Education,Unknown,High Skill Tech Staff,35,6,0,18,1
Female,180000,Working,Secondary / Secondary Special,Married,Sales Staff,40,8,0,48,1
Female,112500,Working,Higher Education,Unknown,Core Staff,36,2,0,22,1
Unknown,180000,Unknown,Secondary / Secondary Special,Civil Marriage,Laborers,42,19,0,18,1
Male,427500,Working,Unknown,Unknown,Managers,40,7,0,24,1
Female,270000,Unknown,Secondary / Secondary Special,Married,Laborers,40,13,0,18,1
Unknown,270000,Unknown,Secondary / Secondary Special,Married,Realty Agents,40,5,0,18,1
Female,157500,Unknown,Unknown,Single / Not Married,High Skill Tech Staff,33,7,0,18,1
Male,225000,Working,Secondary / Secondary Special,Unknown,Unknown,49,2,0,38,1
Male,112500,Working,Secondary / Secondary Special,Unknown,Sales Staff,49,8,0,18,1
Female,90000,Working,Secondary / Secondary Special,Unknown,Unknown,40,10,0,18,1
Female,270000,Commercial Associate,Higher Education,Single / Not Married,Hr Staff,40,3,3,9,1
Unknown,216000,Working,Secondary / Secondary Special,Unknown,Unknown,55,2,0,36,1
Female,225000,Commercial Associate,Unknown,Unknown,Unknown,39,7,0,18,1
Male,360000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,3,0,18,1
Male,225000,Unknown,Secondary / Secondary Special,Married,Unknown,40,2,0,18,1
Female,90000,Working,Unknown,Married,High Skill Tech Staff,32,10,0,18,1
Unknown,135000,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,40,6,0,7,1
Male,135000,Unknown,Secondary / Secondary Special,Unknown,High Skill Tech Staff,44,8,0,47,1
Unknown,405000,Unknown,Unknown,Married,Unknown,45,7,0,18,1
Unknown,76500,Working,Unknown,Unknown,Sales Staff,45,7,0,44,1
Female,463500,Unknown,Higher Education,Married,Managers,58,12,0,14,1
Unknown,292500,Unknown,Secondary / Secondary Special,Married,Core Staff,34,7,2,16,1
Male,270000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,33,4,0,18,1
Male,112500,Unknown,Unknown,Unknown,Drivers,40,10,0,18,1
Female,157500,Working,Unknown,Unknown,Unknown,35,15,0,18,1
Female,252000,Working,Unknown,Married,Medicine Staff,49,7,0,8,1
Male,153000,Working,Secondary / Secondary Special,Civil Marriage,Laborers,38,6,0,32,1
Female,324000,Unknown,Secondary / Secondary Special,Unknown,High Skill Tech Staff,45,5,1,18,1
Female,157500,Working,Secondary / Secondary Special,Married,Cooking Staff,40,7,0,26,1
Male,135000,Working,Secondary / Secondary Special,Married,Laborers,41,23,0,38,1
Female,87750,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,382500,Commercial Associate,Unknown,Married,Unknown,55,18,0,18,1
Male,180000,Unknown,Secondary / Secondary Special,Unknown,High Skill Tech Staff,44,6,0,18,1
Female,121500,Working,Unknown,Single / Not Married,Sales Staff,33,7,0,18,1
Unknown,292500,Commercial Associate,Secondary / Secondary Special,Married,Laborers,29,3,0,54,1
Male,148500,Working,Unknown,Single / Not Married,Laborers,40,4,0,5,1
Male,360000,Unknown,Incomplete Higher,Unknown,Managers,25,5,2,8,1
Unknown,270000,Unknown,Higher Education,Married,Accountants,42,11,0,40,1
Female,81000,State Servant,Higher Education,Unknown,Core Staff,40,7,0,25,1
Male,202500,Unknown,Unknown,Unknown,Unknown,28,7,0,18,1
Female,202500,Working,Unknown,Unknown,Unknown,49,30,0,11,1
Unknown,360000,Working,Higher Education,Married,Unknown,55,7,0,26,1
Unknown,360000,Unknown,Higher Education,Married,Unknown,40,21,0,11,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Unknown,Unknown,63,7,0,38,1
Male,135000,Working,Unknown,Unknown,Sales Staff,29,7,0,10,1
Male,135000,Commercial Associate,Secondary / Secondary Special,Married,Drivers,53,11,0,18,1
Female,144000,Working,Unknown,Married,Unknown,40,7,0,18,1
Male,135000,Commercial Associate,Higher Education,Unknown,Managers,33,1,0,37,1
Unknown,315000,Unknown,Secondary / Secondary Special,Married,Drivers,49,8,0,18,1
Unknown,211500,Working,Unknown,Unknown,Sales Staff,40,6,0,18,1
Male,112500,Working,Secondary / Secondary Special,Unknown,Unknown,28,3,1,16,1
Female,148500,Unknown,Unknown,Married,Core Staff,40,7,0,9,1
Female,99000,Commercial Associate,Secondary / Secondary Special,Unknown,Security Staff,40,4,0,18,1
Male,180000,Unknown,Secondary / Secondary Special,Civil Marriage,Laborers,36,7,0,18,1
Female,225000,Working,Higher Education,Single / Not Married,Unknown,40,17,0,18,1
Male,292500,Unknown,Unknown,Married,Unknown,60,10,0,52,1
Female,261000,Working,Unknown,Unknown,High Skill Tech Staff,35,5,0,18,1
Unknown,103500,Unknown,Unknown,Married,Cleaning Staff,40,3,0,18,1
Female,135000,Unknown,Unknown,Unknown,Laborers,46,23,0,6,1
Male,225000,Working,Higher Education,Civil Marriage,Unknown,46,7,0,20,1
Female,112500,Working,Secondary / Secondary Special,Married,Accountants,40,7,0,56,1
Female,297000,Unknown,Unknown,Unknown,Unknown,43,9,0,14,1
Male,292500,Unknown,Unknown,Unknown,Drivers,40,4,9,18,1
Female,450000,Commercial Associate,Unknown,Unknown,Managers,40,7,0,30,1
Female,157500,Unknown,Higher Education,Married,Unknown,44,2,0,3,1
Female,180000,Unknown,Secondary / Secondary Special,Married,Private Service Staff,44,9,0,18,1
Unknown,238500,Working,Higher Education,Married,Drivers,40,6,0,38,1
Female,135000,Unknown,Secondary / Secondary Special,Married,Unknown,40,7,0,26,1
Male,202500,Working,Secondary / Secondary Special,Civil Marriage,Unknown,53,2,0,13,1
Female,157500,Unknown,Unknown,Single / Not Married,Sales Staff,45,9,0,18,1
Female,99000,Commercial Associate,Unknown,Widow,Security Staff,60,4,0,18,1
Female,166500,State Servant,Unknown,Married,Medicine Staff,40,7,0,25,1
Unknown,112500,Commercial Associate,Higher Education,Married,Accountants,40,5,0,4,1
Male,112500,Working,Unknown,Unknown,Unknown,44,19,0,18,1
Female,315000,Unknown,Secondary / Secondary Special,Married,Managers,54,7,2,56,1
Female,81000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Medicine Staff,28,8,0,18,1
Male,675000,Commercial Associate,Higher Education,Married,Core Staff,40,7,0,18,1
Unknown,157500,Unknown,Secondary / Secondary Special,Separated,Sales Staff,51,5,0,18,1
Male,148500,Working,Secondary / Secondary Special,Married,Laborers,52,30,0,3,1
Unknown,270000,State Servant,Secondary / Secondary Special,Unknown,Laborers,47,7,0,18,1
Unknown,292500,Unknown,Unknown,Widow,Unknown,40,9,0,18,1
Female,40500,Unknown,Unknown,Unknown,Unknown,40,7,0,18,1
Unknown,315000,Commercial Associate,Unknown,Married,Unknown,40,11,0,3,1
Unknown,234000,Commercial Associate,Unknown,Married,Sales Staff,40,4,0,18,1
Unknown,360000,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,2,0,41,1
Male,202500,Working,Secondary / Secondary Special,Married,Unknown,40,10,0,6,1
Unknown,265500,Unknown,Secondary / Secondary Special,Married,Sales Staff,40,7,0,23,1
Unknown,247500,Unknown,Unknown,Married,Unknown,38,7,0,20,1
Unknown,157500,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,7,0,18,1
Female,162000,Unknown,Unknown,Unknown,Unknown,40,7,0,8,1
Male,166500,Working,Unknown,Married,High Skill Tech Staff,33,9,0,2,1
Unknown,157500,Unknown,Secondary / Secondary Special,Unknown,Unknown,40,7,0,18,1
Male,270000,Commercial Associate,Unknown,Married,Managers,57,7,2,18,1
Unknown,72000,Unknown,Secondary / Secondary Special,Unknown,Medicine Staff,43,7,1,3,1
Male,135000,Working,Unknown,Single / Not Married,Laborers,24,7,0,5,1
Male,99000,Unknown,Secondary / Secondary Special,Civil Marriage,Unknown,28,2,0,3,1
Unknown,180000,Working,Unknown,Separated,Drivers,50,5,0,18,1
Female,166500,Working,Incomplete Higher,Unknown,Unknown,37,7,0,17,1
Male,450000,Commercial Associate,Unknown,Unknown,Managers,36,2,0,26,1
Unknown,450000,Commercial Associate,Unknown,Married,Unknown,55,7,0,46,1
Female,211500,Commercial Associate,Higher Education,Married,Laborers,40,13,0,31,1
Unknown,202500,Working,Secondary / Secondary Special,Unknown,High Skill Tech Staff,42,7,0,23,1
Female,112500,Working,Higher Education,Civil Marriage,Core Staff,29,2,0,18,1
Female,157500,Working,Unknown,Married,Laborers,40,6,0,3,1
Female,67500,Unknown,Unknown,Married,Medicine Staff,55,16,0,17,1
Unknown,202500,Working,Higher Education,Unknown,Sales Staff,27,7,0,18,1
Female,247500,Unknown,Unknown,Civil Marriage,Laborers,40,1,0,3,1
Female,135000,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Unknown,44,2,0,7,1
Male,360000,Unknown,Incomplete Higher,Married,Managers,31,6,0,18,1
Male,225000,Commercial Associate,Unknown,Unknown,Managers,29,6,0,18,1
Female,144000,Unknown,Unknown,Unknown,Unknown,50,7,0,24,1
Unknown,337500,Working,Secondary / Secondary Special,Single / Not Married,High Skill Tech Staff,46,7,0,18,1
Unknown,225000,Working,Incomplete Higher,Unknown,Unknown,40,33,0,59,1
Female,202500,Working,Secondary / Secondary Special,Married,Medicine Staff,40,18,0,18,1
Male,202500,Working,Secondary / Secondary Special,Married,Unknown,55,6,0,18,1
Unknown,135000,Unknown,Unknown,Married,Drivers,29,3,2,17,1
Male,225000,Unknown,Secondary / Secondary Special,Unknown,Unknown,46,7,0,17,1
Unknown,234000,Unknown,Unknown,Single / Not Married,Unknown,57,7,0,18,1
Female,126000,Commercial Associate,Unknown,Unknown,Unknown,34,5,0,18,1
Female,108000,Working,Secondary / Secondary Special,Married,Unknown,40,7,0,3,1
Unknown,162000,Commercial Associate,Incomplete Higher,Married,Unknown,27,3,6,18,1
Male,360000,Unknown,Unknown,Unknown,Unknown,46,7,0,15,1
Male,450000,Commercial Associate,Secondary / Secondary Special,Married,Security Staff,40,6,0,4,1
Female,180000,Unknown,Secondary / Secondary Special,Separated,Unknown,43,7,0,18,1
Male,180000,Working,Unknown,Civil Marriage,Managers,40,6,0,18,1
Unknown,126000,Commercial Associate,Unknown,Unknown,Core Staff,63,7,0,18,1
Male,180000,Working,Lower Secondary,Single / Not Married,Laborers,33,7,0,18,1
Female,135000,Unknown,Unknown,Married,Unknown,25,7,2,18,1
Unknown,193500,Commercial Associate,Secondary / Secondary Special,Married,Unknown,40,7,1,18,1
Female,112500,Working,Secondary / Secondary Special,Married,Unknown,32,7,0,18,1
Unknown,126000,Working,Higher Education,Unknown,Unknown,40,3,0,5,1
Male,157500,Unknown,Unknown,Civil Marriage,Unknown,37,7,0,54,1
Female,72000,Working,Unknown,Married,Laborers,40,7,1,18,1
Unknown,180000,Commercial Associate,Secondary / Secondary Special,Married,Unknown,63,44,0,17,1
Unknown,112500,Commercial Associate,Higher Education,Unknown,Accountants,24,2,0,22,1
Female,292500,Unknown,Unknown,Unknown,Sales Staff,40,9,0,41,1
Female,202500,Unknown,Higher Education,Married,Unknown,40,4,0,18,1
Male,247500,Working,Unknown,Married,Laborers,40,10,4,22,1
Male,310500,Unknown,Higher Education,Unknown,Unknown,40,7,0,14,1
Unknown,112500,Working,Unknown,Married,Cooking Staff,39,7,0,27,1
Female,122400,Working,Unknown,Married,Medicine Staff,58,4,0,9,1
Unknown,157500,Unknown,Unknown,Single / Not Married,Waiters/Barmen Staff,35,4,0,2,1
