applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
,157500,,Secondary / Secondary Special,Married,Medicine Staff,46,1,,54,1
Male,,Commercial Associate,,Married,High Skill Tech Staff,35,,0,46,1
Female,,,,Married,Managers,,26,0,,1
Male,270000,Working,Secondary / Secondary Special,,,,9,,31,1
,,Working,Secondary / Secondary Special,Married,Managers,36,4,,7,1
Female,360000,,,Separated,Managers,52,24,0,20,1
Female,171000,State Servant,,Widow,,52,8,0,,1
,180000,,Secondary / Secondary Special,Married,,51,,,16,1
Male,270000,Working,Incomplete Higher,Married,Laborers,,10,0,43,1
Female,,,,Married,Medicine Staff,58,4,0,,1
,,Commercial Associate,Secondary / Secondary Special,,High Skill Tech Staff,57,19,,11,1
Female,333000,Commercial Associate,,Married,Managers,32,5,0,,1
,180000,,Higher Education,Civil Marriage,,,2,,20,1
,144000,,Secondary / Secondary Special,Married,,55,,0,9,1
Female,,Working,Secondary / Secondary Special,Married,Laborers,,,0,,1
Male,135000,Working,Higher Education,Civil Marriage,,53,,0,20,1
,135000,Working,Higher Education,Married,Sales Staff,43,5,,,1
Female,225000,Working,Higher Education,Single / Not Married,Accountants,52,,,13,1
Male,,Working,,Civil Marriage,,,,,35,1
Female,67500,,Secondary / Secondary Special,,Sales Staff,42,9,,,1
,135000,Working,Secondary / Secondary Special,Married,Managers,,,,40,1
Female,423000,Commercial Associate,,Separated,Private Service Staff,,,0,,1
Male,,Working,,,High Skill Tech Staff,47,2,,11,1
,,Commercial Associate,,Married,Drivers,38,8,0,26,1
Female,90000,Working,,Single / Not Married,Laborers,28,9,,9,1
,,Working,,Single / Not Married,,42,,0,17,1
,387000,Commercial Associate,Secondary / Secondary Special,Married,,55,14,,46,1
Male,,Working,Higher Education,Married,,,9,0,8,1
,315000,,,Married,,,1,0,12,1
,180000,Working,,,High Skill Tech Staff,56,1,0,,1
Male,,Working,,,Managers,28,2,0,12,1
,292500,Commercial Associate,Secondary / Secondary Special,,,,4,,12,1
,,Working,Secondary / Secondary Special,,High Skill Tech Staff,59,,0,,1
Male,,,Secondary / Secondary Special,,Core Staff,46,1,,,1
,135000,Working,Secondary / Secondary Special,Widow,Managers,,3,0,32,1
Female,126000,,,,,,15,0,28,1
,,Working,Higher Education,Married,Managers,,,0,6,1
Female,225000,Working,,,Managers,,9,,15,1
Female,166500,Working,,,,30,12,2,22,1
,315000,State Servant,Higher Education,Married,,,6,,24,1
Female,67500,,Secondary / Secondary Special,Married,,55,16,,,1
,,,,Married,,,,0,27,1
Female,103500,Working,,Married,Accountants,33,5,0,14,1
,,Working,,Married,Drivers,52,,0,56,1
,,,,Married,,54,,0,3,1
,247500,Working,Incomplete Higher,Single / Not Married,,24,,,8,1
Female,,,Higher Education,,Accountants,33,,,,1
Male,180000,,Secondary / Secondary Special,,,38,13,,20,1
Female,,,Secondary / Secondary Special,,Accountants,33,6,1,,1
Female,225000,Working,,Married,Laborers,,2,,,1
Male,441000,Commercial Associate,Higher Education,Separated,Managers,,,0,12,1
,,Working,,Married,,55,6,0,11,1
Female,,,,,Sales Staff,,1,2,,1
Male,135000,Working,Secondary / Secondary Special,,,,5,1,,1
Male,135000,,,Married,,33,10,,20,1
,,Commercial Associate,Secondary / Secondary Special,,Drivers,34,9,0,48,1
Female,225000,,Higher Education,Separated,Core Staff,,,0,2,1
Female,,Working,Secondary / Secondary Special,,,,11,0,16,1
Male,157500,Working,Secondary / Secondary Special,Married,Private Service Staff,39,8,,37,1
,225000,Working,,Married,,,,0,,1
,99000,Commercial Associate,,Single / Not Married,,,,0,41,1
,157500,Working,Secondary / Secondary Special,,,36,9,0,17,1
Male,,Working,Incomplete Higher,,,,,0,20,1
,126000,Commercial Associate,,Separated,,45,9,0,31,1
Male,180000,Commercial Associate,,Married,,44,6,0,26,1
,405000,,Higher Education,,,36,2,0,25,1
Male,,Working,Secondary / Secondary Special,,Laborers,,33,0,,1
Female,202500,Working,Incomplete Higher,,,,,0,3,1
Male,261000,Commercial Associate,,Married,Sales Staff,,8,,,1
Male,,State Servant,Higher Education,Civil Marriage,Drivers,44,15,0,,1
,,,Secondary / Secondary Special,Married,Core Staff,,3,,23,1
Female,157500,Working,Higher Education,Married,Accountants,61,1,0,27,1
Female,184500,Working,,,Laborers,32,14,0,5,1
Male,,Working,Secondary / Secondary Special,,Sales Staff,,2,,38,1
Male,360000,Commercial Associate,,Married,High Skill Tech Staff,27,5,0,4,1
Male,234000,Working,Incomplete Higher,Married,Drivers,,,0,38,1
Female,,,Secondary / Secondary Special,Single / Not Married,,57,,1,,1
Female,,,Secondary / Secondary Special,Single / Not Married,,46,27,0,45,1
,,,,,Accountants,,,0,,1
Male,157500,Working,,,,36,3,,25,1
,90000,State Servant,Secondary / Secondary Special,Married,,54,,0,30,1
Female,135000,,Secondary / Secondary Special,Civil Marriage,,,4,,,1
Male,180000,State Servant,Lower Secondary,Married,,45,11,0,41,1
Female,112500,Commercial Associate,,Civil Marriage,,,4,0,3,1
,,Working,,Civil Marriage,Laborers,,5,,,1
,,Working,Secondary / Secondary Special,,Laborers,44,,0,52,1
,73350,,,,,40,20,,4,1
Female,,Commercial Associate,,Married,Laborers,51,,0,,1
Male,202500,,,,Laborers,35,2,,35,1
,,,,,Low-Skill Laborers,,15,0,43,1
Female,,Working,,Married,Accountants,59,8,,22,1
,,,,,,48,,,16,1
,,,,Single / Not Married,,,7,0,10,1
,,Working,,Married,Laborers,,,,44,1
Female,81000,,Secondary / Secondary Special,Single / Not Married,Private Service Staff,,2,0,51,1
Male,157500,Commercial Associate,,Married,,,,0,2,1
Female,135000,Working,Secondary / Secondary Special,Married,Waiters/Barmen Staff,44,,,,1
Female,225000,,Higher Education,Married,,35,5,1,,1
Male,180000,Working,,,Security Staff,55,,,24,1
Female,,Commercial Associate,Higher Education,Civil Marriage,Sales Staff,,4,0,10,1
Female,,Commercial Associate,Higher Education,,Managers,54,3,,,1
Male,157500,Working,Secondary / Secondary Special,Married,Laborers,54,9,0,2,1
Female,153000,,,,,34,,0,17,1
Male,,,Secondary / Secondary Special,,Laborers,39,1,0,22,1
Female,112500,Commercial Associate,,,,,5,,,1
Female,58500,Working,Higher Education,,Core Staff,39,17,,45,1
,135000,,Secondary / Secondary Special,Separated,Laborers,35,2,,4,1
Male,135000,,Secondary / Secondary Special,Married,Security Staff,64,2,,54,1
,,Commercial Associate,Secondary / Secondary Special,Single / Not Married,Laborers,23,1,,17,1
,292500,Commercial Associate,,,Core Staff,29,,0,12,1
Male,180000,,Higher Education,,Laborers,,5,0,34,1
,261000,,,,Core Staff,,8,0,31,1
,135000,Working,Secondary / Secondary Special,,,33,7,0,4,1
Female,,Commercial Associate,Incomplete Higher,,,49,,,,1
Male,,,Secondary / Secondary Special,Single / Not Married,Laborers,,,,16,1
Male,202500,,Incomplete Higher,Married,,,2,,,1
Female,,,,Married,,,,0,,1
,180000,,,Married,,,2,,19,1
Female,112500,,Higher Education,,,25,,0,,1
Female,,Working,Secondary / Secondary Special,Married,,,13,0,45,1
,112500,,Secondary / Secondary Special,Married,,,,,7,1
Male,135000,Working,Secondary / Secondary Special,Single / Not Married,Cooking Staff,26,3,0,14,1
,180000,State Servant,Higher Education,Married,,,21,0,,1
Female,157500,Working,Secondary / Secondary Special,,Laborers,48,,,,1
,157500,,,Married,Managers,,,0,7,1
Female,,Working,,Married,Laborers,34,,0,,1
Female,,Working,,,Sales Staff,29,6,0,28,1
Male,144000,,Secondary / Secondary Special,Married,Drivers,60,9,0,,1
,,State Servant,Higher Education,Separated,Core Staff,,,,15,1
Female,,Working,,Married,Laborers,37,6,0,18,1
Female,112500,Working,Secondary / Secondary Special,Married,,43,,0,43,1
Female,180000,,Secondary / Secondary Special,Married,Sales Staff,,4,,,1
,,,,,,,27,,37,1
,180000,Commercial Associate,Secondary / Secondary Special,Married,Managers,,,0,,1
,256500,Commercial Associate,,,Hr Staff,,8,0,,1
Male,,Commercial Associate,,Civil Marriage,,,,3,22,1
Male,405000,,Higher Education,Married,Managers,29,,0,33,1
Female,126000,Working,,Separated,Cleaning Staff,60,,,,1
,,Working,Higher Education,Married,,33,,0,15,1
Female,175500,,,Civil Marriage,High Skill Tech Staff,,20,,,1
Male,315000,Commercial Associate,,,,38,13,0,,1
Female,,Working,Higher Education,Married,,,2,,,1
Female,,Commercial Associate,,Married,,38,4,,7,1
,,,Higher Education,Single / Not Married,,51,,0,,1
Male,157500,Commercial Associate,,Single / Not Married,,,1,0,,1
,,Working,,Single / Not Married,Core Staff,,2,,18,1
Female,45000,Working,,,,,3,0,29,1
,180000,Commercial Associate,,Married,Security Staff,,10,1,,1
Female,,Working,Secondary / Secondary Special,Married,,,2,,26,1
,,,,,,,2,2,4,1
Female,,Working,Higher Education,,,,,0,27,1
Female,,,Secondary / Secondary Special,Married,Core Staff,31,6,,9,1
Male,180000,,,,Drivers,54,15,,,1
Female,180000,,Lower Secondary,,,47,7,0,,1
,225000,,,,,,4,7,,1
Male,112500,Working,,Married,Laborers,,,0,23,1
,90000,,,Married,Core Staff,,,,11,1
Female,135000,Working,Secondary / Secondary Special,,Medicine Staff,29,4,,,1
,112500,,Secondary / Secondary Special,Married,Laborers,40,22,0,15,1
Male,,,,,Drivers,26,3,,,1
,225000,,,Married,Sales Staff,,9,,,1
,225000,,Secondary / Secondary Special,,Managers,,,0,40,1
,112500,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,51,2,0,,1
,,,Higher Education,,Core Staff,28,2,0,42,1
,270000,,Higher Education,Single / Not Married,Private Service Staff,39,9,0,,1
Female,135000,,Secondary / Secondary Special,,Managers,,,0,,1
Female,90000,,,,,41,5,0,,1
,,Commercial Associate,,Married,,46,3,0,25,1
Female,,,Secondary / Secondary Special,,,,3,,,1
Female,,,,,Private Service Staff,,3,0,3,1
Female,135000,,,,High Skill Tech Staff,38,6,,,1
Female,225000,Working,Secondary / Secondary Special,,,,3,0,45,1
Male,,Working,Secondary / Secondary Special,,,41,19,,,1
Female,,Commercial Associate,Higher Education,Married,Core Staff,41,6,,,1
,270000,Working,Secondary / Secondary Special,Married,,,2,2,,1
Female,112500,Working,,,,38,,0,,1
,,Commercial Associate,Higher Education,Married,Sales Staff,31,,,47,1
,126000,Working,,Married,Cleaning Staff,32,4,0,10,1
Female,180000,,,Single / Not Married,Medicine Staff,37,11,0,4,1
,,,Secondary / Secondary Special,Married,,,9,0,6,1
Male,,Working,,Married,Core Staff,29,5,0,,1
,189000,Commercial Associate,,,High Skill Tech Staff,,2,,,1
,,,,Married,Medicine Staff,35,,0,5,1
Female,,Working,Incomplete Higher,,Core Staff,37,,,33,1
Female,,Working,Higher Education,Married,,,,,41,1
,90000,,,,Low-Skill Laborers,42,5,,,1
Female,,,Secondary / Secondary Special,Single / Not Married,Medicine Staff,50,9,0,,1
,,Commercial Associate,,,,25,4,,,1
Male,,Commercial Associate,Secondary / Secondary Special,,Drivers,,6,,2,0
Female,247500,Working,,Single / Not Married,Laborers,,,,,1
,,,Secondary / Secondary Special,Married,,23,,,,1
Female,180000,Working,Secondary / Secondary Special,Separated,,38,8,0,4,1
Male,135000,Working,,Married,Drivers,51,14,,10,1
Male,270000,,Secondary / Secondary Special,Married,Laborers,,,0,3,1
,675000,Commercial Associate,Higher Education,,Core Staff,,9,0,33,1
Female,202500,,Higher Education,Married,High Skill Tech Staff,,2,,10,1
,,,Secondary / Secondary Special,Married,Core Staff,45,9,,29,1
,,Commercial Associate,,Civil Marriage,Sales Staff,42,,,37,1
,,Working,Incomplete Higher,Married,Medicine Staff,,20,0,,1
,139500,Working,Secondary / Secondary Special,Separated,,,,,4,1
Female,,Working,,Separated,,,2,0,,1
Male,225000,Commercial Associate,Higher Education,Married,,42,,,,1
Female,270000,,Secondary / Secondary Special,Separated,,51,6,0,5,1
,,Working,,Married,,38,2,0,,1
Female,180000,,Higher Education,Married,Core Staff,,8,0,,1
Male,270000,State Servant,,Single / Not Married,Core Staff,27,6,,,1
Female,157500,,Secondary / Secondary Special,Married,Laborers,39,,0,6,1
Female,157500,Working,,,,37,9,0,9,1
Female,135000,Commercial Associate,,Married,Laborers,29,1,0,,1
Female,202500,,Secondary / Secondary Special,Widow,Core Staff,,,,23,1
,,,Higher Education,,Accountants,32,7,0,28,1
,135000,Working,Secondary / Secondary Special,Married,Laborers,,3,4,7,1
Female,315000,Commercial Associate,Higher Education,,Managers,,10,0,10,1
Male,,Working,Secondary / Secondary Special,,Laborers,40,3,0,,1
,112500,Working,Secondary / Secondary Special,Single / Not Married,,32,,0,,1
Male,,Working,Secondary / Secondary Special,Married,,35,2,0,13,1
Female,360000,,Secondary / Secondary Special,Married,Accountants,,,0,44,1
Male,,Working,Higher Education,Married,,29,3,,11,1
Male,225000,,Higher Education,,,46,9,0,31,1
Male,157500,,,Married,,43,,0,,1
,,Working,,,Secretaries,30,,,5,1
,225000,Working,Secondary / Secondary Special,,Laborers,,,0,10,1
Female,,Working,,Married,Laborers,36,4,,6,1
Male,,Working,,,Sales Staff,,9,0,10,1
Female,157500,Working,Secondary / Secondary Special,Married,,31,4,1,9,1
Female,202500,,Secondary / Secondary Special,Separated,Cleaning Staff,60,22,0,26,1
,,,Higher Education,,,,1,,9,1
Male,180000,Working,Higher Education,Married,,31,6,0,36,1
Female,198000,Commercial Associate,Secondary / Secondary Special,,Laborers,,27,1,4,1
Male,,Working,Higher Education,Single / Not Married,Core Staff,30,9,0,,1
Female,180000,,,,,55,11,0,30,1
Female,,Working,Secondary / Secondary Special,Married,,,,2,,1
Male,157500,,Secondary / Secondary Special,Married,,,,0,45,1
Female,270000,Commercial Associate,,Married,Managers,41,23,0,,1
,180000,Working,,Single / Not Married,Private Service Staff,37,,,,1
Male,,Commercial Associate,Higher Education,,Managers,,,,,1
,,Working,Higher Education,,Core Staff,30,4,,,1
,166500,Commercial Associate,Secondary / Secondary Special,,,,,,,1
,144000,Working,,Married,,47,14,0,,1
Female,270000,Working,,,Sales Staff,46,,,8,1
,,Commercial Associate,Secondary / Secondary Special,Married,,39,7,,29,1
Female,,Working,Secondary / Secondary Special,Married,,44,9,0,3,1
Female,,Commercial Associate,Secondary / Secondary Special,,,,,0,13,1
,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Private Service Staff,,,5,47,1
Male,,Working,,,,47,4,0,,1
,,Working,Secondary / Secondary Special,Married,Drivers,,2,,,1
Female,126000,Working,Secondary / Secondary Special,,High Skill Tech Staff,63,7,,48,1
,,State Servant,Secondary / Secondary Special,,,33,,0,,1
Male,202500,Working,,Married,Laborers,38,7,0,,1
,,,,Separated,Core Staff,,,4,46,1
,180000,,Secondary / Secondary Special,Married,Drivers,59,5,0,19,1
,,Commercial Associate,Higher Education,,,60,12,,32,1
Female,315000,,Higher Education,Married,Managers,,4,,21,1
,247500,,,Single / Not Married,,24,,0,,1
Male,,Working,Secondary / Secondary Special,Married,,38,,0,,1
,450000,Commercial Associate,,Married,Managers,34,6,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,,,24,0,,1
,225000,State Servant,Higher Education,Married,Managers,,,0,39,1
,180000,,Secondary / Secondary Special,Married,Laborers,48,,0,47,1
Male,,,Secondary / Secondary Special,Married,Laborers,25,2,,11,1
Male,,Working,,Married,Laborers,43,,0,22,1
Male,,Working,Secondary / Secondary Special,,Laborers,,8,,15,1
Male,148500,Working,Secondary / Secondary Special,,Laborers,,15,,,1
Female,,,,,,,9,0,,1
,382500,,Higher Education,Married,Laborers,29,7,0,4,1
Female,112500,,,Widow,Medicine Staff,42,,0,60,1
Female,157500,Working,,Single / Not Married,,,30,0,,1
Female,90000,Working,,Single / Not Married,Sales Staff,24,1,,,1
Female,225000,,,Married,Medicine Staff,,14,,47,1
,,Working,Higher Education,Married,Core Staff,27,4,,24,1
,202500,Commercial Associate,Secondary / Secondary Special,Married,Drivers,,,0,,1
,,Commercial Associate,Higher Education,,Private Service Staff,39,10,0,,1
Female,103500,,Secondary / Secondary Special,,It Staff,29,,,12,1
Male,270000,,,Married,,42,6,0,25,1
Female,180000,State Servant,Secondary / Secondary Special,Single / Not Married,,37,,,4,1
Male,112500,,,,High Skill Tech Staff,36,4,2,,1
Female,,Commercial Associate,,,,,13,0,2,1
Male,,Working,Secondary / Secondary Special,,Laborers,,,0,20,1
Female,,,Higher Education,,Core Staff,,,0,40,1
Male,144000,,,Married,Drivers,,1,2,12,1
,,,Secondary / Secondary Special,,Drivers,,,0,42,1
,157500,,Secondary / Secondary Special,Civil Marriage,,28,,0,12,1
Female,,Working,,,Sales Staff,38,9,0,13,1
Female,135000,Working,Incomplete Higher,Single / Not Married,,,2,0,7,1
Male,225000,,Secondary / Secondary Special,,Drivers,,1,0,,1
,,State Servant,Higher Education,Married,High Skill Tech Staff,60,,0,,1
Male,,Working,Secondary / Secondary Special,,Managers,39,8,0,,1
,,,Higher Education,,Accountants,40,1,0,26,1
,360000,,Secondary / Secondary Special,Single / Not Married,,,21,0,,1
Male,,Working,Higher Education,,Managers,51,,0,,1
Female,,Working,Secondary / Secondary Special,,,,6,0,,1
Female,135000,Working,,Civil Marriage,Laborers,,,0,18,1
Male,292500,,,Married,Low-Skill Laborers,49,,0,21,1
Female,135000,Working,Secondary / Secondary Special,Married,Secretaries,31,,0,35,1
,225000,,Secondary / Secondary Special,,,48,2,,21,1
Male,180000,Working,,Married,,,4,0,13,1
,,Working,Incomplete Higher,,Cooking Staff,,1,,,1
Female,,,,Married,,32,,0,,1
,157500,Working,,Married,Laborers,30,,0,38,1
Female,135000,Working,Secondary / Secondary Special,,Cooking Staff,,,1,,1
,112500,,Secondary / Secondary Special,,,,29,4,,1
,180000,,,,,49,,,14,1
,225000,,Secondary / Secondary Special,,Drivers,52,7,1,,1
Female,144000,Working,Secondary / Secondary Special,Married,,31,,0,,1
,,Working,,Married,Sales Staff,34,7,0,,1
,225000,Working,Secondary / Secondary Special,,Sales Staff,43,,,21,1
Female,90000,Working,,,Laborers,53,,0,38,1
,72000,,,Married,Laborers,30,11,,,1
,270000,Working,Secondary / Secondary Special,Civil Marriage,,,,,,1
Male,,Working,Secondary / Secondary Special,Married,,47,15,0,23,1
Male,,,Higher Education,Civil Marriage,,54,1,0,40,1
,112500,Working,Secondary / Secondary Special,Married,,,,0,6,1
Female,540000,,,,Managers,38,7,0,,1
Female,144000,,Secondary / Secondary Special,Married,High Skill Tech Staff,52,12,,,1
Male,261000,Working,Incomplete Higher,Married,Managers,44,5,1,30,1
,301500,Working,,Married,Laborers,25,,0,9,1
Male,225000,,,,Sales Staff,30,,0,8,1
Male,234000,Working,,,Laborers,54,3,,,1
,,Working,Secondary / Secondary Special,Married,,39,7,,,1
Female,67500,,Secondary / Secondary Special,Married,Medicine Staff,43,24,1,10,1
,234000,Working,,Single / Not Married,,30,,2,,1
,,,Secondary / Secondary Special,Married,Managers,44,16,0,18,1
Male,225000,Working,Higher Education,Married,,,,0,,1
Male,157500,Working,,Civil Marriage,,33,,,6,1
,180000,,Lower Secondary,,,,,0,,1
Male,180000,,,,Sales Staff,,4,,5,1
Female,135000,,Secondary / Secondary Special,,Accountants,60,15,0,,1
Female,180000,Commercial Associate,Secondary / Secondary Special,,,34,4,,,1
,216000,,Higher Education,Widow,,36,,0,43,1
,,,Secondary / Secondary Special,Civil Marriage,Medicine Staff,51,17,,8,1
,225000,Commercial Associate,,,,,4,,25,1
,,Commercial Associate,,Married,Laborers,29,7,,8,1
Female,67500,Working,Secondary / Secondary Special,,,,1,,,1
Female,,,Incomplete Higher,Married,,34,10,,3,1
Female,135000,Commercial Associate,Higher Education,Widow,,37,,,8,1
,270000,,Secondary / Secondary Special,Married,Managers,,,,22,1
Female,,Working,Higher Education,Widow,,,16,,7,1
,225000,State Servant,Secondary / Secondary Special,Single / Not Married,,46,16,,50,1
,315000,Commercial Associate,Secondary / Secondary Special,,Drivers,47,,,16,1
,,,,Married,Laborers,,,0,14,1
Female,,Working,Higher Education,Married,,,,,8,1
,216000,,Secondary / Secondary Special,,Laborers,,3,0,2,1
,180000,Working,Secondary / Secondary Special,Married,Managers,40,,,,1
,112500,Working,Secondary / Secondary Special,Married,Core Staff,,,0,5,1
Female,225000,Working,Higher Education,,Core Staff,44,9,,,1
Male,112500,Working,Secondary / Secondary Special,Married,Sales Staff,33,7,0,30,1
Female,126000,Working,,,Cooking Staff,47,8,2,,1
Female,,,,Single / Not Married,Managers,25,1,,8,1
Male,,Commercial Associate,Higher Education,Married,Managers,56,8,,21,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,54,,,5,1
Male,,Commercial Associate,Secondary / Secondary Special,,Laborers,,,,48,1
Female,157500,Working,Higher Education,,Managers,48,7,0,,1
Male,382500,Working,,Married,,,7,,,1
,,,,,Laborers,,1,0,55,1
Female,180000,,Secondary / Secondary Special,Married,,48,,0,29,1
Female,270000,Commercial Associate,Secondary / Secondary Special,,Sales Staff,,,0,2,1
Male,,Working,,Married,,63,27,0,14,1
Female,,,,Married,Core Staff,49,5,0,8,1
,,Commercial Associate,Secondary / Secondary Special,Married,High Skill Tech Staff,44,13,0,58,1
Female,450000,Commercial Associate,Secondary / Secondary Special,Married,,48,2,0,9,1
Male,225000,Working,Higher Education,Civil Marriage,Laborers,46,9,,10,1
Female,94500,Working,,Single / Not Married,Accountants,37,,,7,1
Female,,State Servant,,Married,Medicine Staff,,,0,13,1
Male,382500,Working,,Married,,,7,,,1
Female,90000,,,,,26,,,,1
Female,,Commercial Associate,,Civil Marriage,Sales Staff,,,0,3,1
Female,,Working,,Married,Core Staff,40,,0,27,1
Female,,,Higher Education,Married,Accountants,,7,0,,1
,,Working,,,,30,10,0,32,1
Female,,,,Married,,,,0,,1
Male,360000,Working,Secondary / Secondary Special,Married,Drivers,38,4,,,1
Male,900000,,,Civil Marriage,High Skill Tech Staff,47,7,,,1
,,,Incomplete Higher,,,,,0,,1
Female,90000,Commercial Associate,,,Sales Staff,30,3,3,,1
Female,445500,Commercial Associate,Higher Education,,,,2,0,17,1
Male,225000,Working,Secondary / Secondary Special,Married,,45,19,,13,1
,,,,Married,Managers,60,3,0,10,1
Female,225000,State Servant,Secondary / Secondary Special,Married,,34,1,,1,1
Female,135000,Commercial Associate,,,,,10,,,1
Female,157500,,Secondary / Secondary Special,Married,Laborers,43,,0,10,1
,,Working,Secondary / Secondary Special,,Core Staff,,3,0,18,1
,,Working,Secondary / Secondary Special,Single / Not Married,,,,0,49,1
,,Working,Secondary / Secondary Special,,Laborers,44,,0,7,1
Female,337500,,,,Core Staff,,7,0,47,1
Male,,,,Married,Laborers,,,0,19,1
Female,,Commercial Associate,Higher Education,,Sales Staff,,3,4,,1
,144000,Working,Secondary / Secondary Special,Married,,43,,0,23,1
,247500,,Higher Education,Married,Security Staff,47,5,,3,1
Male,,Working,,Married,,53,14,,,1
Female,112500,,Secondary / Secondary Special,Married,,31,1,0,,1
Female,,,Secondary / Secondary Special,Married,,47,16,,2,1
,360000,,Lower Secondary,Married,Laborers,35,3,,,1
Female,63000,Working,Secondary / Secondary Special,,,37,3,0,15,1
Female,166500,,,Widow,Cleaning Staff,56,,0,,1
Female,,,Secondary / Secondary Special,Civil Marriage,Sales Staff,,3,,,1
Male,135000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,,,0,40,1
Female,135000,Working,,,Sales Staff,,1,,17,1
Male,,,Incomplete Higher,,Drivers,28,1,,35,1
,135000,Working,Secondary / Secondary Special,Married,Laborers,,9,,,1
,,Working,,,,,,2,7,1
Female,157500,State Servant,Secondary / Secondary Special,Separated,,,12,0,8,1
,180000,,,Married,,,,,,1
Female,180000,Commercial Associate,Secondary / Secondary Special,Married,,,6,0,,1
Male,315000,,Secondary / Secondary Special,Married,Laborers,50,15,0,41,1
Female,216000,,Higher Education,Married,Sales Staff,33,,0,,1
Female,67500,Working,Secondary / Secondary Special,,,,6,0,11,1
,202500,,,,Managers,33,,0,31,1
,180000,Working,Secondary / Secondary Special,Married,Laborers,,,0,,1
Male,315000,,Higher Education,,Managers,44,,,,1
Male,180000,Working,Secondary / Secondary Special,Married,Laborers,,,,21,1
Male,360000,,,Single / Not Married,Drivers,,2,,7,1
Female,157500,State Servant,,Married,Core Staff,32,3,,,1
,247500,Commercial Associate,Secondary / Secondary Special,Married,Security Staff,52,5,,,1
Female,,Working,Secondary / Secondary Special,Separated,Accountants,,6,0,,1
Female,112500,,Secondary / Secondary Special,,Core Staff,42,6,0,,1
,,State Servant,Higher Education,Civil Marriage,Core Staff,,,,13,1
,184500,Commercial Associate,Secondary / Secondary Special,Married,Laborers,37,,0,32,1
Female,360000,Working,Secondary / Secondary Special,,,51,,,,1
,,Working,,,Sales Staff,54,,,,1
,,Commercial Associate,,,,,,,18,1
,900000,Working,,Married,Managers,51,6,3,15,1
Female,,Commercial Associate,Secondary / Secondary Special,Single / Not Married,,28,8,,43,1
Female,360000,Working,Higher Education,Widow,,,12,,19,1
Male,112500,Working,Secondary / Secondary Special,Married,Laborers,36,3,0,12,1
,135000,,,Married,,,,0,9,1
Female,,Working,,,Medicine Staff,33,,,4,1
Female,90000,,Secondary / Secondary Special,Married,Medicine Staff,39,7,,40,1
Male,135000,Working,Secondary / Secondary Special,Married,,,4,2,9,1
,,Commercial Associate,,Married,,42,4,0,17,1
,,Commercial Associate,Higher Education,Single / Not Married,Laborers,,,2,14,1
,135000,Commercial Associate,,,,41,,0,9,1
Female,270000,Working,Secondary / Secondary Special,Married,Private Service Staff,,,0,5,1
Female,,,Secondary / Secondary Special,Married,Laborers,44,,0,3,1
Female,225000,,,Civil Marriage,Sales Staff,,1,,31,1
Female,90000,Working,,Married,,,4,,10,1
Female,135000,,,Widow,Sales Staff,55,,,23,1
,,Commercial Associate,Secondary / Secondary Special,,Core Staff,38,12,0,,1
Female,,Working,,,Cleaning Staff,,2,0,25,1
Female,,,Secondary / Secondary Special,Married,Laborers,38,13,0,13,1
Female,69372,,,Married,Laborers,44,,,17,1
,202500,,Higher Education,,Core Staff,36,4,0,,1
Female,,,Higher Education,Married,Core Staff,,27,,,1
Female,157500,State Servant,Secondary / Secondary Special,Single / Not Married,,,,0,2,1
Female,315000,,,,Core Staff,,,,29,1
,202500,Commercial Associate,Secondary / Secondary Special,Single / Not Married,,,9,0,51,1
,,Working,Secondary / Secondary Special,,Laborers,56,,,7,1
Male,,,Incomplete Higher,Married,Drivers,34,2,0,,1
Female,315000,,,Separated,Accountants,49,7,,,1
Female,,Working,Incomplete Higher,,Sales Staff,,2,0,,1
,,Working,Secondary / Secondary Special,,,66,,1,49,1
Female,247500,Working,,Married,,,,0,22,1
Female,90000,Working,Secondary / Secondary Special,,,33,8,,3,1
,225000,Working,Secondary / Secondary Special,,Core Staff,,7,0,28,1
Female,157500,,,Civil Marriage,Cooking Staff,41,,0,16,1
,,,Secondary / Secondary Special,Married,,,16,0,,1
,,Working,Higher Education,,,,,,21,1
Female,,,Secondary / Secondary Special,Single / Not Married,Core Staff,,5,0,,1
,157500,Working,,Widow,,43,5,0,,1
Female,67500,Commercial Associate,,,Accountants,,,,20,1
Male,,Working,Secondary / Secondary Special,Married,,59,28,,,1
Male,,Working,Secondary / Secondary Special,Married,Laborers,30,5,,,1
Male,135000,,Secondary / Secondary Special,,,29,8,,,1
,247500,Working,Secondary / Secondary Special,,Core Staff,,11,1,18,1
,202500,,Secondary / Secondary Special,Married,,32,8,0,22,1
Female,112500,Working,Secondary / Secondary Special,Civil Marriage,Cooking Staff,38,,,2,1
,180000,Working,Secondary / Secondary Special,,Security Staff,32,,1,13,1
Female,225000,Commercial Associate,Higher Education,Married,Sales Staff,36,,0,10,1
,81000,Working,,Married,Security Staff,,,,,1
Female,292500,Working,Higher Education,Married,High Skill Tech Staff,52,,0,,1
